Order ID,Order Date,Product Category,Region,Sales,Profit
10179,2023-08-31,Clothing,East,4818,4100
10180,2024-07-06,Clothing,North,13341,7361
10181,2024-10-14,Electronics,North,46053,12333
10182,2022-12-11,Electronics,North,61129,8907
10183,2024-12-05,Clothing,South,23409,6549
10184,2022-10-11,Clothing,South,18317,4613
10185,2021-11-14,Clothing,East,25430,4355
10186,2024-06-02,Electronics,South,21065,10647
10187,2024-06-11,Furniture,South,43295,4290
10188,2022-11-15,Electronics,West,10674,8522
10189,2022-10-26,Clothing,South,22249,5649
10190,2024-10-29,Clothing,West,14591,1832
10191,2024-06-10,Clothing,South,15621,7320
10192,2024-02-11,Electronics,East,38399,12002
10193,2022-03-18,Electronics,North,36750,7671
10194,2022-07-18,Clothing,East,13577,3818
10195,2024-07-15,Electronics,South,34193,8222
10196,2024-11-10,Electronics,North,41321,-1614
10197,2024-11-11,Electronics,North,12524,6110
10198,2024-02-11,Furniture,North,14133,4376
10199,2023-08-10,Electronics,West,46349,-33
10200,2024-01-10,Furniture,East,31952,767
10201,2022-11-30,Clothing,West,13978,2499
10202,2021-04-23,Furniture,North,14901,5121
10203,2021-01-02,Furniture,East,24633,5707
10204,2022-10-04,Clothing,East,18632,4246
10205,2021-08-08,Electronics,South,19548,13115
10206,2023-05-05,Electronics,West,17843,2177
10207,2024-06-02,Electronics,West,47979,5873
10208,2022-01-20,Clothing,South,5841,7598
10209,2024-11-27,Electronics,West,18740,8633
10210,2024-02-28,Electronics,North,45653,-1406
10211,2023-12-13,Electronics,North,29110,612
10212,2022-12-31,Furniture,West,42565,-139
10213,2024-12-10,Electronics,South,59194,1358
10214,2021-09-04,Electronics,East,22846,-1086
10215,2023-04-16,Electronics,West,26228,-5
10216,2021-07-22,Furniture,East,34009,-4906
10217,2024-04-22,Clothing,South,10684,7408
10218,2021-05-03,Electronics,East,40917,803
10219,2022-02-05,Electronics,South,32974,12466
10220,2023-02-06,Electronics,South,28860,5276
10221,2021-10-21,Electronics,North,11116,13480
10222,2021-10-07,Furniture,North,24031,11839
10223,2023-06-03,Clothing,South,11745,668
10224,2021-07-17,Clothing,West,14997,2446
10225,2023-09-09,Furniture,North,34829,5568
10226,2023-01-22,Electronics,South,16070,-680
10227,2021-05-24,Clothing,East,8153,7089
10228,2022-09-01,Furniture,East,37459,10589
10229,2024-05-09,Electronics,West,44375,8317
10230,2024-02-22,Clothing,East,12432,900
10231,2021-07-06,Electronics,East,34732,14746
10232,2024-09-11,Electronics,South,36514,1851
10233,2022-04-09,Electronics,East,27796,8498
10234,2024-10-04,Electronics,East,53107,-176
10235,2022-10-22,Clothing,East,18300,807
10236,2023-02-03,Furniture,East,31159,2418
10237,2023-08-13,Clothing,South,4371,7568
10238,2022-02-07,Furniture,East,32205,6859
10239,2024-10-01,Furniture,West,22703,8548
10240,2021-05-27,Electronics,North,15121,7840
10241,2024-03-17,Clothing,West,6312,1769
10242,2023-05-14,Electronics,North,28927,-1682
10243,2022-05-04,Clothing,West,17329,3975
10244,2023-07-18,Furniture,North,24372,10935
10245,2022-07-05,Electronics,North,35354,13701
10246,2021-12-04,Clothing,North,17225,5653
10247,2023-05-22,Clothing,North,3602,2756
10248,2022-10-03,Clothing,South,14361,7819
10249,2022-04-18,Electronics,West,23234,5532
10250,2021-05-31,Electronics,North,48134,648
10251,2024-12-09,Electronics,West,19373,11788
10252,2024-08-14,Electronics,East,43249,-180
10253,2021-09-20,Electronics,North,37513,8271
10254,2021-05-24,Clothing,West,5684,7911
10255,2021-12-12,Electronics,South,15146,8431
10256,2022-09-16,Furniture,West,20131,-170
10257,2023-10-14,Clothing,North,12134,6927
10258,2023-05-31,Clothing,East,11304,7187
10259,2021-01-02,Electronics,West,25032,12585
10260,2023-06-16,Clothing,East,2016,616
10261,2024-08-20,Furniture,South,39654,1476
10262,2021-09-11,Electronics,West,13942,693
10263,2022-03-29,Electronics,West,23562,4259
10264,2023-11-27,Clothing,South,22852,1776
10265,2024-03-29,Electronics,South,12942,12651
10266,2023-10-12,Electronics,South,57922,-1629
10267,2021-01-09,Electronics,North,35383,5120
10268,2024-06-10,Electronics,North,13702,6347
10269,2024-01-28,Clothing,West,4661,7680
10270,2023-03-27,Electronics,West,47419,2878
10271,2021-07-27,Furniture,West,32542,4965
10272,2024-02-29,Clothing,East,10308,6974
10273,2022-02-08,Clothing,South,3374,3703
10274,2021-06-01,Clothing,West,9393,4903
10275,2021-02-23,Furniture,South,13546,-1023
10276,2024-02-18,Electronics,North,36893,7388
10277,2022-09-20,Furniture,South,33708,9008
10278,2022-08-10,Clothing,East,5249,6152
10279,2024-12-14,Clothing,East,2744,1182
10280,2024-12-16,Clothing,South,25408,7900
10281,2021-04-14,Electronics,East,10379,11180
10282,2021-09-11,Electronics,East,29810,6352
10283,2024-06-04,Clothing,North,19809,4161
10284,2024-02-10,Electronics,West,16469,7748
10285,2022-05-25,Clothing,East,12107,5250
10286,2021-04-09,Electronics,West,27491,14686
10287,2021-06-02,Electronics,South,12533,2281
10288,2023-07-03,Electronics,South,35821,2768
10289,2023-05-28,Electronics,East,37945,10198
10290,2021-12-04,Clothing,South,11919,7861
10291,2023-04-02,Electronics,North,39909,1830
10292,2024-04-01,Furniture,East,31404,-2118
10293,2023-08-15,Clothing,East,2998,784
10294,2021-06-10,Electronics,East,24246,1065
10295,2023-03-12,Clothing,South,12467,1994
10296,2022-02-02,Furniture,South,31007,-2457
10297,2024-07-24,Clothing,East,12033,5300
10298,2023-03-27,Electronics,West,42169,14829
10299,2024-11-16,Furniture,South,18878,-2449
10300,2024-03-04,Clothing,South,6816,3231
10301,2024-05-03,Electronics,East,38473,5699
10302,2022-02-05,Electronics,West,10629,5687
10303,2022-10-02,Clothing,East,15802,1557
10304,2023-11-23,Electronics,South,50330,4834
10305,2022-11-19,Furniture,East,36632,-151
10306,2022-04-05,Electronics,East,23782,13827
10307,2023-08-13,Furniture,East,19431,-850
10308,2022-04-15,Clothing,West,13289,1804
10309,2024-10-30,Electronics,East,40730,4470
10310,2023-11-12,Electronics,South,41031,1712
10311,2023-01-20,Clothing,East,14721,4803
10312,2021-02-07,Clothing,West,14420,5958
10313,2021-08-18,Clothing,North,7315,5881
10314,2024-10-20,Electronics,West,22746,11494
10315,2022-07-17,Electronics,East,39752,14950
10316,2022-03-14,Electronics,North,23752,2622
10317,2024-07-30,Clothing,East,6132,4773
10318,2021-01-27,Electronics,West,49598,4995
10319,2021-08-14,Electronics,North,28551,670
10320,2024-07-24,Clothing,North,11364,2220
10321,2023-03-09,Furniture,East,34680,5041
10322,2021-10-11,Electronics,East,22170,9637
10323,2023-05-29,Electronics,West,18757,6490
10324,2023-08-18,Clothing,East,14329,1270
10325,2022-03-29,Clothing,North,5854,3618
10326,2023-10-17,Electronics,South,23271,11522
10327,2023-03-27,Furniture,South,42806,11002
10328,2022-10-21,Furniture,West,43488,-143
10329,2022-07-01,Electronics,East,24312,-564
10330,2024-04-30,Electronics,West,35569,5693
10331,2023-12-09,Clothing,South,19783,4751
10332,2021-01-17,Clothing,South,11305,3226
10333,2024-04-10,Electronics,East,18590,5662
10334,2024-05-28,Clothing,North,5123,1153
10335,2021-06-07,Clothing,East,6158,1008
10336,2022-04-22,Electronics,South,18531,7879
10337,2023-12-06,Clothing,North,9805,6288
10338,2024-10-28,Furniture,West,37155,-1089
10339,2022-06-02,Electronics,South,21582,9120
10340,2021-04-09,Electronics,West,38276,3235
10341,2023-11-27,Electronics,North,16638,12225
10342,2021-10-07,Furniture,West,44986,11709
10343,2024-10-04,Furniture,South,54168,-889
10344,2022-05-12,Electronics,East,32686,5015
10345,2021-10-29,Clothing,West,11512,606
10346,2021-06-30,Clothing,South,4426,6805
10347,2022-08-30,Clothing,South,13336,5816
10348,2024-01-28,Electronics,North,46130,2693
10349,2022-12-01,Electronics,South,64685,13133
10350,2023-09-20,Electronics,East,29652,12178
10351,2024-02-14,Clothing,East,12629,2511
10352,2021-07-10,Electronics,West,22751,-1575
10353,2021-09-10,Furniture,West,13044,6480
10354,2023-09-08,Electronics,West,46997,-761
10355,2023-07-17,Electronics,West,14566,2213
10356,2024-03-30,Clothing,East,5006,7525
10357,2024-07-03,Clothing,North,8558,1098
10358,2024-09-08,Electronics,West,34663,-816
10359,2021-05-08,Electronics,North,35326,12430
10360,2021-01-18,Furniture,South,18102,8869
10361,2022-07-20,Electronics,South,15116,10937
10362,2022-07-24,Electronics,West,38161,2383
10363,2024-09-08,Furniture,South,30320,-493
10364,2022-11-17,Electronics,North,29555,14519
10365,2022-09-18,Clothing,North,4025,4035
10366,2024-08-04,Electronics,South,45622,3367
10367,2023-05-04,Electronics,West,43658,1773
10368,2023-08-20,Electronics,North,32956,13819
10369,2021-06-04,Electronics,North,9528,9820
10370,2022-05-05,Electronics,East,13049,-1152
10371,2024-11-10,Electronics,West,37064,8119
10372,2023-02-24,Clothing,East,12357,7851
10373,2024-02-02,Electronics,South,30253,121
10374,2024-11-17,Electronics,South,49137,2681
10375,2021-09-03,Furniture,East,24755,-4528
10376,2024-04-14,Clothing,West,2113,5998
10377,2023-11-29,Electronics,North,44085,4473
10378,2023-01-29,Furniture,South,28669,-3804
10379,2022-06-22,Electronics,West,24462,4017
10380,2023-07-10,Electronics,West,43420,8832
10381,2022-02-12,Clothing,South,7385,6286
10382,2022-06-09,Clothing,South,16708,1756
10383,2023-04-08,Electronics,West,31438,12571
10384,2023-06-22,Electronics,North,29307,9002
10385,2021-02-05,Clothing,East,5385,6556
10386,2022-11-16,Electronics,South,12954,427
10387,2021-01-20,Furniture,East,35189,1563
10388,2021-11-17,Electronics,West,29103,3840
10389,2022-05-27,Furniture,East,25154,9093
10390,2022-02-04,Clothing,North,6352,684
10391,2022-10-16,Furniture,West,26499,9319
10392,2023-08-30,Clothing,North,10437,4586
10393,2022-04-16,Clothing,West,12426,7926
10394,2024-03-12,Electronics,North,41368,5804
10395,2024-01-21,Electronics,West,46305,12685
10396,2024-10-09,Electronics,North,21741,3084
10397,2023-04-14,Furniture,West,44810,11741
10398,2022-12-28,Furniture,North,34789,8336
10399,2023-05-04,Electronics,West,28872,11414
10400,2021-02-20,Electronics,North,12797,1307
10401,2022-07-29,Electronics,South,40568,596
10402,2024-04-28,Clothing,East,19167,6424
10403,2024-02-23,Clothing,West,13795,7292
10404,2021-05-30,Clothing,North,14134,7696
10405,2021-11-10,Furniture,South,27016,4234
10406,2022-07-24,Electronics,West,29651,12618
10407,2024-09-27,Clothing,West,19245,2376
10408,2021-11-01,Electronics,West,23435,11986
10409,2022-11-13,Electronics,East,14983,9593
10410,2023-04-18,Electronics,North,9622,3518
10411,2023-12-14,Electronics,North,48792,657
10412,2023-09-30,Furniture,West,28316,3699
10413,2022-03-20,Electronics,West,21955,656
10414,2022-09-05,Clothing,West,18673,7511
10415,2023-09-20,Furniture,South,33707,5401
10416,2021-09-21,Clothing,West,10758,1973
10417,2023-12-13,Electronics,East,27665,13964
10418,2023-10-01,Clothing,North,18274,3760
10419,2021-01-05,Electronics,East,36123,12281
10420,2024-02-01,Clothing,West,5251,6405
10421,2024-05-04,Clothing,South,7054,2216
10422,2023-02-13,Clothing,West,11204,6414
10423,2023-05-27,Electronics,West,9310,13882
10424,2023-09-19,Furniture,West,14257,10846
10425,2023-06-03,Electronics,West,30483,8420
10426,2024-10-05,Electronics,West,27315,-1532
10427,2021-02-16,Electronics,North,46673,10308
10428,2023-05-17,Electronics,East,36931,12801
10429,2023-04-03,Electronics,South,17628,6728
10430,2023-07-25,Furniture,West,27335,6005
10431,2022-10-18,Furniture,South,50141,2890
10432,2021-09-26,Electronics,North,15077,-29
10433,2022-01-05,Electronics,East,41959,10820
10434,2022-09-28,Electronics,West,48533,8254
10435,2024-02-04,Electronics,North,11046,9750
10436,2022-10-19,Electronics,North,26913,14688
10437,2021-04-30,Furniture,East,18043,-92
10438,2023-04-11,Electronics,West,10804,8176
10439,2023-12-18,Electronics,East,15516,7873
10440,2024-10-01,Electronics,East,44081,9390
10441,2023-01-11,Furniture,South,18366,9614
10442,2021-04-27,Clothing,South,8506,2272
10443,2023-03-02,Furniture,East,38842,3783
10444,2024-02-25,Clothing,South,13170,5764
10445,2024-11-17,Electronics,North,29391,5322
10446,2023-10-10,Electronics,East,40345,14208
10447,2023-12-18,Clothing,West,5733,5944
10448,2022-09-26,Electronics,West,17039,12990
10449,2022-05-28,Clothing,North,8441,993
10450,2023-03-13,Electronics,West,21778,11191
10451,2024-01-25,Electronics,West,34862,7732
10452,2024-02-16,Clothing,East,5956,7053
10453,2022-07-14,Clothing,North,4365,7168
10454,2022-05-03,Clothing,East,7000,3847
10455,2024-06-14,Electronics,North,11675,10907
10456,2023-06-16,Clothing,East,19336,3800
10457,2024-07-19,Electronics,East,36311,13136
10458,2024-04-27,Electronics,South,20219,1247
10459,2022-12-05,Electronics,West,16139,4472
10460,2022-08-04,Electronics,North,30380,2848
10461,2023-03-01,Electronics,West,35280,-963
10462,2023-05-11,Electronics,South,16262,9066
10463,2021-09-04,Electronics,North,23554,5008
10464,2024-01-05,Electronics,South,30315,13263
10465,2021-06-03,Electronics,West,24238,3642
10466,2024-12-29,Electronics,East,31835,12531
10467,2023-09-24,Electronics,South,32283,11661
10468,2024-01-15,Clothing,South,13687,7114
10469,2022-11-28,Electronics,East,47953,11404
10470,2024-08-01,Electronics,West,12355,-1067
10471,2024-05-28,Electronics,South,49534,3906
10472,2023-12-29,Clothing,West,18943,4587
10473,2023-12-07,Furniture,East,26794,3261
10474,2023-10-06,Clothing,North,8416,1802
10475,2021-04-04,Clothing,South,18638,2207
10476,2023-08-16,Clothing,West,6787,5883
10477,2023-10-09,Clothing,East,12820,1333
10478,2022-03-29,Clothing,East,12956,2971
10479,2024-05-12,Electronics,South,24120,1742
10480,2023-07-01,Electronics,North,10035,-33
10481,2021-08-06,Electronics,South,9852,8547
10482,2022-04-19,Furniture,West,18303,6350
10483,2022-03-08,Clothing,East,18566,7240
10484,2021-12-07,Clothing,North,2813,7458
10485,2022-07-05,Electronics,West,42905,8215
10486,2024-08-05,Electronics,South,38694,14925
10487,2024-07-01,Electronics,East,14033,665
10488,2021-12-23,Electronics,South,45532,11129
10489,2021-01-23,Furniture,North,22125,1189
10490,2022-06-06,Clothing,North,15708,2188
10491,2024-01-29,Electronics,North,13095,12409
10492,2023-03-13,Furniture,North,11637,9670
10493,2024-04-18,Electronics,North,46734,2670
10494,2024-05-31,Furniture,South,38658,203
10495,2023-02-01,Electronics,North,29518,6669
10496,2022-03-18,Electronics,North,10366,-1634
10497,2023-02-08,Electronics,East,17907,4606
10498,2023-10-13,Electronics,North,49775,-1988
10499,2024-09-10,Electronics,East,27623,317
10500,2022-05-31,Clothing,East,17429,7985
10501,2023-11-06,Furniture,East,55931,11833
10502,2023-03-03,Clothing,South,17903,3712
10503,2021-12-02,Electronics,South,61025,11571
10504,2021-09-15,Clothing,West,18087,7946
10505,2022-05-12,Electronics,West,37281,12877
10506,2023-06-15,Electronics,East,32723,10943
10507,2021-06-09,Clothing,South,12306,4516
10508,2023-05-02,Clothing,North,7912,5898
10509,2022-11-21,Electronics,West,45982,-1558
10510,2022-01-15,Electronics,South,43712,1936
10511,2023-08-15,Furniture,North,43166,10696
10512,2022-11-22,Electronics,North,47278,995
10513,2024-12-21,Electronics,South,61226,216
10514,2024-07-15,Clothing,West,13523,2487
10515,2024-12-11,Electronics,South,39195,568
10516,2024-04-06,Electronics,West,8160,13648
10517,2023-12-03,Electronics,East,63485,1904
10518,2021-10-12,Clothing,South,7244,3677
10519,2022-02-01,Clothing,South,3825,6094
10520,2021-01-12,Clothing,West,11815,6082
10521,2024-08-18,Furniture,West,23794,-3824
10522,2024-06-30,Clothing,South,9820,630
10523,2022-05-14,Electronics,North,9499,5626
10524,2023-01-24,Electronics,North,40746,14137
10525,2021-02-04,Clothing,North,5708,2207
10526,2022-12-28,Clothing,East,4899,1818
10527,2023-04-29,Clothing,East,16226,6054
10528,2021-03-31,Clothing,West,17634,7231
10529,2023-02-15,Electronics,East,18965,-1625
10530,2022-08-28,Electronics,North,27420,4218
10531,2023-08-28,Electronics,South,16495,-915
10532,2023-10-19,Electronics,East,27394,9371
10533,2022-02-22,Electronics,East,25594,9226
10534,2021-04-25,Clothing,North,12046,767
10535,2022-09-09,Clothing,East,13041,4849
10536,2024-05-04,Electronics,West,12965,11492
10537,2023-04-06,Clothing,South,15336,3959
10538,2024-01-04,Clothing,North,19373,4992
10539,2022-02-17,Electronics,West,14654,5342
10540,2024-10-31,Clothing,North,5665,2507
10541,2024-12-14,Clothing,West,10868,5316
10542,2022-12-30,Clothing,South,7465,7659
10543,2024-07-24,Clothing,South,2518,768
10544,2023-10-18,Clothing,West,19402,7118
10545,2023-01-31,Electronics,West,13475,2185
10546,2022-11-07,Electronics,West,59707,7580
10547,2024-11-18,Electronics,West,23251,9465
10548,2022-04-02,Furniture,West,21221,-2665
10549,2023-07-09,Electronics,West,44442,2576
10550,2021-07-11,Electronics,South,8500,6083
10551,2023-01-09,Furniture,West,25720,543
10552,2024-01-28,Furniture,East,13276,1613
10553,2023-09-05,Clothing,South,13729,1827
10554,2023-10-06,Electronics,North,63102,8666
10555,2021-04-06,Electronics,South,34255,14289
10556,2022-10-25,Electronics,North,35029,3769
10557,2024-04-28,Electronics,North,32883,11663
10558,2021-02-06,Electronics,East,46686,2555
10559,2024-10-24,Clothing,West,5712,6968
10560,2021-10-06,Furniture,West,39504,-4334
10561,2021-08-05,Electronics,South,30102,10355
10562,2023-05-17,Clothing,West,4234,6835
10563,2023-05-23,Clothing,East,19620,2123
10564,2024-07-20,Electronics,South,39147,9503
10565,2021-03-03,Clothing,South,8359,676
10566,2022-08-19,Electronics,South,31088,928
10567,2022-12-30,Electronics,West,62900,5614
10568,2024-09-27,Clothing,West,6274,894
10569,2022-02-01,Electronics,West,33744,2971
10570,2022-11-30,Furniture,South,23905,-2496
10571,2023-11-09,Electronics,South,60806,5943
10572,2021-06-26,Clothing,North,19653,1864
10573,2022-01-31,Electronics,North,31100,-1077
10574,2022-03-21,Electronics,West,30981,8246
10575,2024-06-10,Electronics,South,40486,1086
10576,2021-03-17,Clothing,West,16860,1129
10577,2021-09-22,Furniture,West,17407,-4226
10578,2022-03-31,Furniture,North,34935,3709
10579,2022-12-19,Clothing,East,23804,1843
10580,2023-01-05,Clothing,West,12161,7697
10581,2024-11-08,Clothing,East,17444,3399
10582,2023-05-01,Clothing,East,2934,2486
10583,2024-10-22,Clothing,South,20820,7042
10584,2021-05-24,Clothing,South,7465,5814
10585,2023-06-04,Furniture,West,32695,4966
10586,2023-12-29,Electronics,North,30837,-495
10587,2024-01-28,Furniture,North,15363,10940
10588,2022-01-31,Clothing,West,12846,1510
10589,2023-11-15,Electronics,West,36219,7369
10590,2023-08-06,Electronics,North,11857,7864
10591,2023-06-10,Electronics,East,40490,8120
10592,2024-03-20,Clothing,West,13370,4768
10593,2024-03-13,Furniture,East,12553,10489
10594,2022-07-23,Electronics,West,12389,14935
10595,2023-11-29,Furniture,West,41535,6089
10596,2021-04-19,Furniture,East,13051,322
10597,2023-12-02,Electronics,East,47846,9789
10598,2024-04-24,Furniture,North,12555,7767
10599,2023-07-24,Furniture,West,10458,10701
10600,2022-02-02,Clothing,South,18066,5221
10601,2024-05-31,Clothing,South,14446,6804
10602,2022-09-26,Furniture,West,44688,8227
10603,2024-03-02,Clothing,West,9694,6168
10604,2024-04-01,Electronics,West,14298,4629
10605,2024-05-23,Furniture,East,20306,-2411
10606,2023-01-03,Clothing,South,6310,2741
